Date,Predicted_Consumption
2024-03-31,15.50968384297919
2024-04-01,17.838371165164684
2024-04-02,21.67468151159933
2024-04-03,25.30286128717234
2024-04-04,23.174736761718002
2024-04-05,18.248255985840437
2024-04-06,16.785917725164325
